marca,modelo,ano inicio,ano fim,link para o pdf,tipo de fixação,alerta,kit fixação,barras o-plus de alumínio,barras o-plus de aço,barras airo de alumínio,barras airo de alumínio com fixação,barras optima de aço,adaptador optima,alarme,barras transversais de alumínio opção 1,barras transversais de alumínio opção 2,barras transversais de aço,
Skoda, Octavia Scout (III/5E com barras),2014, , , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Skoda, Rapid - 5 portas (II),2013, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-630.pdf?v=1618511441, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at118-924-710|59.729, barras-de-tejadilho-em-aco-preto-cruz-oplus-st120-921-310|59.734, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot115-921-001|59.716, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Skoda, Roomster - 5 portas (com barras),2006,2015, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Skoda, Roomster Scout - 5 portas (com barras),2008,2015, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Skoda, Spaceback - 5 portas,2013, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-682.pdf?v=1618511441, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at128-924-715|59.724, barras-de-tejadilho-em-aco-preto-cruz-oplus-st120-921-310|59.734, barras-de-tejadilho-em-aluminio-cruz-airo-t128-924-775|59.737, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot115-921-001|59.716, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Skoda, Superb sedan - 4 portas (I/B5(3U)),2002,2008, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-416.pdf?v=1618511526, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at118-924-710|59.729, barras-de-tejadilho-em-aco-preto-cruz-oplus-st120-921-310|59.734, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot115-921-001|59.716, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Skoda, Superb sedan - 4 portas (II/B6(3T)),2008,2013, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-615.pdf?v=1618511441, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at118-924-710|59.729, barras-de-tejadilho-em-aco-preto-cruz-oplus-st120-921-310|59.734, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot115-921-001|59.716, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Skoda, Superb sedan - 4 portas (II.2/B6(3T)),2013,2015, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-615.pdf?v=1618511441, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at118-924-710|59.729, barras-de-tejadilho-em-aco-preto-cruz-oplus-st120-921-310|59.734, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot115-921-001|59.716, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Skoda, Superb sedan - 4 portas (III/B8(3V)),2015, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-811.pdf?v=1618511441, B,5, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at128-924-715|59.724, barras-de-tejadilho-em-aco-preto-cruz-oplus-st130-921-315|59.732, barras-de-tejadilho-em-aluminio-cruz-airo-t128-924-775|59.737, , , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Skoda, Superb Combi (II/B6(3T) - com barras),2009,2013, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Skoda, Superb Combi (II.2/B6(3T) - com barras),2013,2015, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Ssangyong, Actyon Sports (cabine dupla),2012, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-686.pdf?v=1618511441, B,5, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at128-924-715|59.724, barras-de-tejadilho-em-aco-preto-cruz-oplus-st130-921-315|59.732, barras-de-tejadilho-em-aluminio-cruz-airo-t128-924-775|59.737, , , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Ssangyong, Korando - 5 portas (III/C200 - sem barras),2010, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-758.pdf?v=1618511441, B,5, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at118-924-710|59.729, barras-de-tejadilho-em-aco-preto-cruz-oplus-st120-921-310|59.734, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Ssangyong, Korando - 5 portas (III/C200 - com barras),2010,2017, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, , barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Ssangyong, Korando - 5 portas (III.2/C200 - com barras),2017, , , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, , barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Ssangyong, Kyron - 5 portas (com barras),2005, , , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, , barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Ssangyong, Rexton - 5 portas (I com barras),2001,2006, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Ssangyong, Rexton - 5 portas (II com barras),2006, , , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Ssangyong, Rodius - 5 portas (I com barras),2004,2012, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, , barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Ssangyong, Rodius - 5 portas (II com barras),2013, , , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, , barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Ssangyong, Tivoli - 5 portas,2015, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-741.pdf?v=1618511441, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at118-924-710|59.729, barras-de-tejadilho-em-aco-preto-cruz-oplus-st120-921-310|59.734, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot115-921-001|59.716, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Ssangyong, Tivoli - 5 portas (com railing integrado),2015, , , I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-110-921-375|59.814, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-108-925-701|59.745, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Subaru, Forester - 5 portas (II/SG - c/railing integrado),2002,2008, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/936-519.pdf?v=1618511442, I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-110-921-375|59.814, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-108-925-701|59.745, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Subaru, Forester - 5 portas (IV/SJ - com barras),2013,2018, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, , barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Subaru, Forester - 5 portas (IV/SK - com barras),2018, , , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, , barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Subaru, Impreza WRX - 5 portas (II com barras),2000,2007, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Subaru, Impreza - 5 portas (III),2007,2011, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-725.pdf?v=1618511441, F,5, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax118-924-760|59.731, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx120-921-360|59.718, barras-de-tejadilho-em-aluminio-cruz-airo-x-118-924-783|59.739, , , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Subaru, Impreza sedan - 4 portas (III),2007,2011, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-725.pdf?v=1618511441, F,5, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax118-924-760|59.731, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx120-921-360|59.718, barras-de-tejadilho-em-aluminio-cruz-airo-x-118-924-783|59.739, , , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Subaru, Impreza sedan - 4/5 portas (V),2016, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-725.pdf?v=1618511441, F,5, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax118-924-760|59.731, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx120-921-360|59.718, barras-de-tejadilho-em-aluminio-cruz-airo-x-118-924-783|59.739, , , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Subaru, Legacy sedan - 4 portas (BM-BR),2009,2014, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-707.pdf?v=1618511441, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at128-924-715|59.724, barras-de-tejadilho-em-aco-preto-cruz-oplus-st130-921-315|59.732, barras-de-tejadilho-em-aluminio-cruz-airo-t128-924-775|59.737, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot115-921-001|59.716, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Subaru, Legacy Wagon (IV - railing integrado),2003,2009, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-722.pdf?v=1618511441, I,7, kit-de-fixacao-cruz-optiplus-rail-935-000|59.749, barras-de-tejadilho-em-aluminio-cruz-oplus-ax108-924-755|59.730, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx110-921-355|59.717, barras-de-tejadilho-em-aluminio-cruz-airo-x108-924-781|59.738, , barras-de-tejadilho-em-aco-preto-cruz-oplus-sx110-921-355|59.717, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Subaru, Legacy Wagon (BM-BR),2009,2014, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-823.pdf?v=1618511441, F,5, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax118-924-760|59.731, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx120-921-360|59.718, barras-de-tejadilho-em-aluminio-cruz-airo-x-118-924-783|59.739, , , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Subaru, Legacy sedan - 4 portas (B4/BN-BS),2014, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-846.pdf?v=1618511441, B,5, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at128-924-715|59.724, barras-de-tejadilho-em-aco-preto-cruz-oplus-st130-921-315|59.732, barras-de-tejadilho-em-aluminio-cruz-airo-t128-924-775|59.737, , , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Subaru, Levorg SW,2015, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-725.pdf?v=1618511441, F,5, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax118-924-760|59.731, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx120-921-360|59.718, barras-de-tejadilho-em-aluminio-cruz-airo-x-118-924-783|59.739, , , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Subaru, Outback - 5 portas MPV (BL/BP - c/railing integrado),2003,2009, , I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-110-921-375|59.814, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-108-925-701|59.745, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Subaru, Outback - 5 portas MPV (BM/BR),2009,2014, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-823.pdf?v=1618511441, F,5, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax118-924-760|59.731, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx120-921-360|59.718, barras-de-tejadilho-em-aluminio-cruz-airo-x-118-924-783|59.739, , , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Subaru, Outback - 5 portas MPV (BM/BR - c/railing integrado),2009,2014, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/936-521.pdf?v=1618511441, I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-120-921-380|59.815, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-118-925-703|59.746, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Subaru, Outback - 5 portas MPV (BN/BS - c/railing integrado),2014, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/936-546.pdf?v=1618511441, I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-110-921-375|59.814, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-108-925-701|59.745, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Subaru, XV - 5 portas (III),2007,2011, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-725.pdf?v=1618511441, F,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax118-924-760|59.731, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx120-921-360|59.718, barras-de-tejadilho-em-aluminio-cruz-airo-x-118-924-783|59.739, , barras-de-tejadilho-em-aco-preto-cruz-optima-os115-921-101|59.711, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Subaru, XV - 5 portas (IV),2011,2017, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-725.pdf?v=1618511441, F,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax118-924-760|59.731, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx120-921-360|59.718, barras-de-tejadilho-em-aluminio-cruz-airo-x-118-924-783|59.739, , barras-de-tejadilho-em-aco-preto-cruz-optima-os115-921-101|59.711, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Subaru, XV - 5 portas (IV com barras),2011,2017, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, , barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Suzuki, Baleno carrinha (com barras),1996,2002, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r-108-924-791|59.741, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Suzuki, Grand Vitara - 3 portas (II/GT - com barras),1998,2005, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Suzuki, Grand Vitara - 3 portas (III/JT - c/railing integrago),2005,2015, , I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-120-921-380|59.815, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-118-925-703|59.746, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Suzuki, Grand Vitara - 5 portas (II/GT - com barras),1998,2005, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Suzuki, Grand Vitara - 5 portas (III/JT - c/railing integrago),2005,2015, , I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-120-921-380|59.815, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-118-925-703|59.746, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Suzuki, Ignis - 5 portas MPV (com barras),2000,2003, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, , barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Suzuki, Ignis - 5 portas MPV (com barras),2004,2008, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, , barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Suzuki, Ignis - 5 portas MPV (com barras),2016, , , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Suzuki, Swift 3 portas (II),2005,2011, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-447.pdf?v=1618511526, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at108-924-705|59.728, barras-de-tejadilho-em-aco-preto-cruz-oplus-st110-921-305|59.733, barras-de-tejadilho-em-aluminio-cruz-airo-t108-924-771|59.735, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Suzuki, Swift 5 portas (II),2005,2010, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-446.pdf?v=1618511526, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at108-924-705|59.728, barras-de-tejadilho-em-aco-preto-cruz-oplus-st110-921-305|59.733, barras-de-tejadilho-em-aluminio-cruz-airo-t108-924-771|59.735, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Suzuki, Swift 5 portas (III),2010,2017, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-604.pdf?v=1618511441, F,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at108-924-705|59.728, barras-de-tejadilho-em-aco-preto-cruz-oplus-st110-921-305|59.733, barras-de-tejadilho-em-aluminio-cruz-airo-t108-924-771|59.735, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Suzuki, SX4 - 5 portas (com barras),2006,2013, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, , barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Suzuki, SX4 - 5 portas,2006, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-442.pdf?v=1618511525, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at108-924-705|59.728, barras-de-tejadilho-em-aco-preto-cruz-oplus-st110-921-305|59.733, barras-de-tejadilho-em-aluminio-cruz-airo-t108-924-771|59.735, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot105-921-000|59.715, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Suzuki, SX4 S-Cross ( com railing integrado),2014, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/936-536.pdf?v=1618511441, I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-120-921-380|59.815, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-118-925-703|59.746, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Suzuki, Vitara I - 3 portas,1989,1998, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/932-328.pdf?v=1618511525, B,3, kit-de-fixacao-cruz-optima-931-000-ou-932-000|59.755, , , , , barras-de-tejadilho-em-aco-preto-cruz-optima-os105-921-100|59.710, , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Suzuki, Vitara I - 5 portas,1989,1998, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/932-329.pdf?v=1618511525, B,3, kit-de-fixacao-cruz-optima-931-000-ou-932-000|59.755, , , , , barras-de-tejadilho-em-aco-preto-cruz-optima-os105-921-100|59.710, , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
